Year,Movie,Revenue,Budget,Summary,Director,Writers,Stars,Production
1929,"The Broadway Melody,","$2,808,000","$379,000","A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.",Harry Beaumont,"['Edmund Goulding', 'Sarah Y. Mason']","['Bessie Love', 'Anita Page', 'Charles King']",['Metro-Goldwyn-Mayer (MGM)']
1930,All Quiet on the Western Front,NA,"$1,448,864",A young soldier faces profound disillusionment in the soul-destroying horror of World War I.,Lewis Milestone,"['Erich Maria Remarque', 'Maxwell Anderson']","['Lew Ayres', 'Louis Wolheim', 'John Wray']",['Universal Pictures']
1931,Cimarron,NA,"$1,433,000",A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,Wesley Ruggles,"['Edna Ferber', 'Howard Estabrook']","['Richard Dix', 'Irene Dunne', 'Estelle Taylor']",['RKO Radio Pictures']
1932,Grand Hotel,NA,"$700,000",A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,Edmund Goulding,"['Vicki Baum', 'William Absalom Drake']","['Greta Garbo', 'John Barrymore', 'Joan Crawford']",['Metro-Goldwyn-Mayer (MGM)']
1933,Cavalcade,NA,"$1,180,280","A cavalcade of English life from New Year's Eve 1899 until 1933 seen through the eyes of well-to-do Londoners Jane and Robert Marryot. Amongst events touching their family are the Boer War,...
                    See full summary »",Frank Lloyd,"['Reginald Berkeley', 'Sonya Levien']","['Diana Wynyard', 'Clive Brook', ""Una O'Connor""]",['Fox Film Corporation']
1935,Mutiny on the Bounty,NA,"$1,950,000","Fletcher Christian successfully leads a revolt against the ruthless Lieutenant Bligh on His Majesty's Armed Vessel ""Bounty"". However, Bligh returns one year later, hell bent on avenging his captors.",Frank Lloyd,"['Talbot Jennings', 'Jules Furthman']","['Charles Laughton', 'Clark Gable', 'Franchot Tone']",['Metro-Goldwyn-Mayer (MGM)']
1936,"The Great Ziegfeld,",NA,NA,"This biography follows the ups and downs of Florenz Ziegfeld, famed producer of extravagant stage revues.",Robert Z. Leonard,['William Anthony McGuire'],"['William Powell', 'Myrna Loy', 'Luise Rainer']",['Metro-Goldwyn-Mayer (MGM)']
1937,"The Life of �mile Zola,",NA,NA,NA,NA,NA,NA,NA
1938,You Can't Take It With You,NA,"$1,644,736",A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.,Frank Capra,"['Robert Riskin', 'George S. Kaufman']","['Jean Arthur', 'James Stewart', 'Lionel Barrymore']",['Columbia Pictures Corporation']
1941,How Green Was My Valley,NA,"$1,250,000","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",John Ford,"['Philip Dunne', 'Richard Llewellyn']","['Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee']",['Twentieth Century Fox Film Corporation']
1942,Mrs. Miniver,NA,"$1,344,000",A British family struggles to survive the first months of World War II.,William Wyler,"['Arthur Wimperis', 'George Froeschel']","['Greer Garson', 'Walter Pidgeon', 'Teresa Wright']","['Metro-Goldwyn-Mayer (MGM)', ""Loew's""]"
1944,Going My Way,NA,NA,"Youthful Father Chuck O'Malley led a colorful life of sports, song, and romance before joining the Roman Catholic clergy, but his level gaze and twinkling eyes make it clear that he knows ...
                    See full summary »",Leo McCarey,"['Frank Butler', 'Frank Cavett']","['Bing Crosby', 'Barry Fitzgerald', 'Frank McHugh']",['Paramount Pictures']
1945,"The Lost Weekend,",NA,"$1,250,000",The desperate life of a chronic alcoholic is followed through a four day drinking bout.,Billy Wilder,"['Charles R. Jackson', 'Charles Brackett']","['Ray Milland', 'Jane Wyman', 'Phillip Terry']",['Paramount Pictures']
1946,"The Best Years of Our Lives,","$23,650,000","$2,100,000",Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,William Wyler,"['Robert E. Sherwood', 'MacKinlay Kantor']","['Fredric March', 'Dana Andrews', 'Myrna Loy']","['Samuel Goldwyn Company, The']"
1947,Gentleman's Agreement,NA,"$2,000,000","A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",Elia Kazan,"['Laura Z. Hobson', 'Moss Hart']","['Gregory Peck', 'Dorothy McGuire', 'John Garfield']",['Twentieth Century Fox Film Corporation']
1948,Hamlet,NA,"£500,000","Prince Hamlet struggles over whether or not he should kill his uncle, whom he suspects has murdered his father, the former king.",Laurence Olivier,['William Shakespeare'],"['Laurence Olivier', 'Jean Simmons', 'John Laurie']",['Two Cities Films']
1949,All the King's Men,NA,NA,"The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal.",Robert Rossen,"['Robert Penn Warren', 'Robert Rossen']","['Broderick Crawford', 'John Ireland', 'Joanne Dru']",['Columbia Pictures Corporation']
1952,"The Greatest Show on Earth,","$36,000,000","$4,000,000","The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.",Cecil B. DeMille,"['Fredric M. Frank', 'Barré Lyndon']","['James Stewart', 'Charlton Heston', 'Betty Hutton']",['Paramount Pictures']
1953,From Here to Eternity,NA,"$1,650,000","In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",Fred Zinnemann,"['Daniel Taradash', 'James Jones']","['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr']",['Columbia Pictures Corporation']
1954,On the Waterfront,"$9,600,000","$910,000",An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,Elia Kazan,"['Budd Schulberg', 'Budd Schulberg']","['Marlon Brando', 'Karl Malden', 'Lee J. Cobb']","['Columbia Pictures Corporation', 'Horizon Pictures']"
1955,Marty,NA,"$343,000",A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,Delbert Mann,"['Paddy Chayefsky', 'Paddy Chayefsky']","['Ernest Borgnine', 'Betsy Blair', 'Esther Minciotti']",['Hecht-Lancaster Productions']
1961,West Side Story,"$43,650,000","$6,000,000","Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",Jerome Robbins,"['Ernest Lehman', 'Arthur Laurents']","['Natalie Wood', 'George Chakiris', 'Richard Beymer']","['Mirisch Corporation, The', 'Seven Arts Pictures', 'Beta Productions']"
1963,Tom Jones,NA,"$1,000,000","In eighteenth century England, ""first cousins"" Tom Jones and Master Blifil grew up together in privilege in the western countryside, but could not be more different in nature. Tom, the ...
                    See full summary »",Tony Richardson,"['John Osborne', 'Henry Fielding']","['Albert Finney', 'Susannah York', 'George Devine']",['Woodfall Film Productions']
1966,"Man for All Seasons, A",NA,NA,NA,NA,NA,NA,NA
1967,In the Heat of the Night,NA,"$2,000,000",An African American police detective is asked to investigate a murder in a racially hostile southern town.,Norman Jewison,"['Stirling Silliphant', 'John Ball']","['Sidney Poitier', 'Rod Steiger', 'Warren Oates']","['Mirisch Corporation, The']"
1968,Oliver!,"$16,800,000","$10,000,000",Musical adaptation about an orphan who runs away from an orphanage and hooks up with a group of boys trained to be pickpockets by an elderly mentor.,Carol Reed,"['Lionel Bart', 'Vernon Harris']","['Mark Lester', 'Ron Moody', 'Shani Wallis']","['Romulus Films', 'Warwick Film Productions']"
1969,Midnight Cowboy,NA,"$3,600,000",A naive hustler goes to New York to seek personal fortune but in the process finds himself a new friend.,John Schlesinger,"['Waldo Salt', 'James Leo Herlihy']","['Dustin Hoffman', 'Jon Voight', 'Sylvia Miles']","['Jerome Hellman Productions', 'Florin Productions']"
1971,"The French Connection,","SEK 1,836,397","$1,800,000",A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,William Friedkin,"['Ernest Tidyman', 'Robin Moore']","['Gene Hackman', 'Roy Scheider', 'Fernando Rey']","[""D'Antoni Productions"", 'Schine-Moore Productions']"
1976,Rocky,"$117,235,247","$960,000","Rocky Balboa, a small-time boxer, gets a supremely rare chance to fight the heavy-weight champion, Apollo Creed, in a bout in which he strives to go the distance for his self-respect.",John G. Avildsen,['Sylvester Stallone'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young']","['Chartoff-Winkler Productions', 'United Artists']"
1979,Kramer Vs. Kramer,"$106,300,000","$8,000,000","Ted Kramer's wife leaves her husband, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",Robert Benton,"['Avery Corman', 'Robert Benton']","['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander']",['Columbia Pictures']
1980,Ordinary People,"$54,800,000","$6,000,000","The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Robert Redford,"['Judith Guest', 'Alvin Sargent']","['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch']","['Paramount Pictures', 'Wildwood Enterprises']"
1981,Chariots of Fire,"$58,800,000","$5,500,000","Two British track athletes, one a determined Jew and the other a devout Christian, compete in the 1924 Olympics.",Hugh Hudson,['Colin Welland'],"['Ben Cross', 'Ian Charleson', 'Nicholas Farrell']","['Twentieth Century Fox Film Corporation', 'Allied Stars Ltd.', 'Enigma Productions']"
1983,Terms of Endearment,"$108,423,489","$8,000,000",Follows hard-to-please Aurora looking for love and her daughter's family problems.,James L. Brooks,"['Larry McMurtry', 'James L. Brooks']","['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson']",['Paramount Pictures']
1985,Out of Africa,"$87,100,000","$31,000,000","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.",Sydney Pollack,"['Karen Blixen', 'Judith Thurman']","['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer']","['Mirage Enterprises', 'Universal Pictures']"
1987,"The Last Emperor,","$43,984,230","$23,000,000",The story of the final Emperor of China.,Bernardo Bertolucci,"['Mark Peploe', 'Bernardo Bertolucci']","['John Lone', 'Joan Chen', ""Peter O'Toole""]","['Recorded Picture Company (RPC)', 'Hemdale Film', 'Yanco Films Limited']"
1988,Rain Man,"$172,825,435","$25,000,000",Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,Barry Levinson,"['Barry Morrow', 'Ronald Bass']","['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino']","['United Artists', 'Guber-Peters Company, The', 'Star Partners II Ltd.']"
1989,Driving Miss Daisy,"$106,593,296","$7,500,000",An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.,Bruce Beresford,"['Alfred Uhry', 'Alfred Uhry']","['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd']","['Zanuck Company, The', 'Majestic Films International']"
1969,Take the Money and Run,NA,"$1,500,000","The life and times of Virgil Starkwell, inept bank robber.",Woody Allen,"['Woody Allen', 'Mickey Rose']","['Woody Allen', 'Janet Margolin', 'Marcel Hillaire']","['American Broadcasting Company (ABC)', 'Jack Rollins & Charles H. Joffe Productions', 'Palomar Pictures International']"
1971,Klute,NA,"$2,500,000",A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,Alan J. Pakula,"['Andy Lewis', 'David E. Lewis']","['Jane Fonda', 'Donald Sutherland', 'Charles Cioffi']","['Warner Bros.', 'Gus Productions']"
1984,Repo Man,NA,"$1,500,000","Young punk Otto becomes a repo man after helping to steal a car, and stumbles into a world of wackiness as a result.",Alex Cox,['Alex Cox'],"['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter']",['Edge City']
1990,Metropolitan,"$2,938,208","$225,000","A group of young upper-class Manhattanites are blithely passing through the gala debutante season, when an unusual outsider joins them and stirs them up.",Whit Stillman,['Whit Stillman'],"['Carolyn Farina', 'Edward Clements', 'Chris Eigeman']","['Westerly Films', 'Allagash Films', 'Westerly Film']"
1986,Labyrinth,"$12,729,917","$25,000,000",A selfish 16-year old girl is given 13 hours to solve a labyrinth and rescue her baby brother when her wish for him to be taken away is granted by the Goblin King.,Jim Henson,"['Dennis Lee', 'Jim Henson']","['David Bowie', 'Jennifer Connelly', 'Toby Froud']","['Henson Associates (HA)', 'Lucasfilm', 'Jim Henson Company, The']"
1985,"The Breakfast Club,","$38,100,000","$1,000,000","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",John Hughes,['John Hughes'],"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald']","['A&M; Films', 'Channel Productions', 'Universal Pictures']"
1985,"Nightmare on Elm Street Part 2: Freddy's Revenge, A",NA,NA,NA,NA,NA,NA,NA
1987,"Nightmare on Elm Street 3: Dream Warriors, A",NA,NA,NA,NA,NA,NA,NA
1988,"Nightmare on Elm Street 4: The Dream Master, A",NA,NA,NA,NA,NA,NA,NA
1989,"Nightmare on Elm Street 5: The Dream Child, A",NA,NA,NA,NA,NA,NA,NA
1991,Freddy's Dead: The Final Nightmare,"$34,872,293","$8,500,000",Freddy Krueger returns once again to haunt both the dreams of his daughter and Springwood's last surviving teenager.,Rachel Talalay,"['Wes Craven', 'Rachel Talalay']","['Robert Englund', 'Lisa Zane', 'Shon Greenblatt']","['New Line Cinema', 'Nicolas Entertainment']"
1980,Friday the 13th,"$37,465,200","$550,000","A group of camp counselors is stalked and murdered by an unknown assailant while trying to reopen a summer camp which, years before, was the site of a child's drowning.",Sean S. Cunningham,"['Victor Miller', 'Sean S. Cunningham']","['Betsy Palmer', 'Adrienne King', 'Jeannine Taylor']","['Paramount Pictures', 'Warner Bros.', 'Georgetown Productions Inc.']"
1981,Friday the 13th Part 2,"$19,100,000","$1,250,000","Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant. Is it Mrs. Voorhees' son Jason, who did not really drown in the lake some 30 years before?",Steve Miner,"['Ron Kurz', 'Victor Miller']","['Betsy Palmer', 'Amy Steel', 'John Furey']","['Georgetown Productions Inc.', 'Sean S. Cunningham Films']"
